finding_id,candidate_id,pmid,doi,title_en,topic_id,study_type,species,previous_level,decision,reason,retired_date,recovery_source
finding-pubmed-36524489,pubmed-36524489,36524489,10.26355/eurrev_202212_30541,"Effect of quercetin glycosides on cognitive functions and cerebral blood flow: a randomized, double-blind, and placebo-controlled study.",senolytics,human_randomized_or_clinical_trial,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-36552155,pubmed-36552155,36552155,10.3390/brainsci12121695,The Interrelated Multifactorial Actions of Cortisol and Klotho: Potential Implications in the Pathogenesis of Parkinson's Disease.,klotho-il11-aging,narrative_review,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-36584204,pubmed-36584204,36584204,10.1371/journal.pone.0270242,Evaluation of the efficacy of Lactobacillus-containing feminine hygiene products on vaginal microbiome and genitourinary symptoms in pre- and postmenopausal women: A pilot randomized controlled trial.,microbiome-inflammaging,human_randomized_or_clinical_trial,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-36626794,pubmed-36626794,36626794,10.1093/jambio/lxac014,The critical role of gut microbiota dysbiosis in skeletal muscle wasting: a systematic review.,microbiome-inflammaging,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-36644285,pubmed-36644285,36644285,10.1016/j.jacbts.2022.06.012,Safety and Tolerability of Nicotinamide Riboside in Heart Failure With Reduced Ejection Fraction.,nad-nmn-nr-aging,mechanistic_or_cell_study,cell,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-36652938,pubmed-36652938,36652938,10.1159/000528252,Metformin's Role in Hyperlactatemia and Lactic Acidosis in ICU Patients: A Systematic Review.,metformin-aging,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-36696023,pubmed-36696023,36696023,10.1007/s11033-023-08283-x,Molecular and therapeutic insights of rapamycin: a multi-faceted drug from Streptomyces hygroscopicus.,rapamycin-mtor-aging,narrative_review,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-36746389,pubmed-36746389,36746389,10.1093/ageing/afad004,Comparative effectiveness of non-pharmacological interventions for frailty: a systematic review and network meta-analysis.,resistance-training-muscle,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-36764463,pubmed-36764463,36764463,10.1016/j.mad.2023.111789,Klotho ameliorates angiotension-II-induced endothelial senescence via restoration of autophagy by inhibiting Wnt3a/GSK-3β/mTOR signaling: A potential mechanism involved in prognostic performance of Klotho in coronary atherosclerotic disease.,klotho-il11-aging,metadata_only_needs_classification,human,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-36768576,pubmed-36768576,36768576,10.3390/ijms24032254,An ELOVL2-Based Epigenetic Clock for Forensic Age Prediction: A Systematic Review.,epigenetic-clocks,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-36797393,pubmed-36797393,36797393,10.1038/s41598-023-29787-3,"Nicotinamide adenine dinucleotide metabolism and arterial stiffness after long-term nicotinamide mononucleotide supplementation: a randomized, double-blind, placebo-controlled trial.",nad-nmn-nr-aging,human_randomized_or_clinical_trial,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-36829798,pubmed-36829798,36829798,10.3390/antiox12020239,"Klotho, Oxidative Stress, and Mitochondrial Damage in Kidney Disease.",klotho-il11-aging,narrative_review,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-36834497,pubmed-36834497,36834497,10.3390/ijms24043084,"Effects of Berries, Phytochemicals, and Probiotics on Atherosclerosis through Gut Microbiota Modification: A Meta-Analysis of Animal Studies.",microbiome-inflammaging,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-36847087,pubmed-36847087,36847087,10.13345/j.cjb.220880,[Advances in physiological activities and synthesis of β-nicotinamide mononucleotide].,nad-nmn-nr-aging,narrative_review,needs_review,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-36857968,pubmed-36857968,36857968,10.1016/j.ebiom.2023.104481,"Senolytics dasatinib and quercetin in idiopathic pulmonary fibrosis: results of a phase I, single-blind, single-center, randomized, placebo-controlled pilot trial on feasibility and tolerability.",senolytics,human_randomized_or_clinical_trial,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-36934220,pubmed-36934220,36934220,10.1186/s12877-023-03759-8,Effect of frailty status on mortality risk among Chinese community-dwelling older adults: a prospective cohort study.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-36936793,pubmed-36936793,36936793,10.1016/j.isci.2023.106278,Nicotinamide riboside supplementation is not associated with altered methylation homeostasis in Parkinson's disease.,nad-nmn-nr-aging,mechanistic_or_cell_study,cell,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37028607,pubmed-37028607,37028607,10.1016/j.exger.2023.112163,Biomarkers of the ageing immune system and their association with frailty - A systematic review.,resistance-training-muscle,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37068054,pubmed-37068054,37068054,10.1093/gerona/glad106,Dietary Supplementation With NAD+-Boosting Compounds in Humans: Current Knowledge and Future Directions.,nad-nmn-nr-aging,narrative_review,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37087024,pubmed-37087024,37087024,10.1016/j.exger.2023.112180,Rationale of the association between Mediterranean diet and the risk of frailty in older adults and systematic review and meta-analysis.,resistance-training-muscle,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37118287,pubmed-37118287,37118287,10.1038/s43587-022-00286-w,Long-term life history predicts current gut microbiome in a population-based cohort study.,microbiome-inflammaging,human_cohort,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37143722,pubmed-37143722,37143722,10.3389/fendo.2023.1180169,Klotho's impact on diabetic nephropathy and its emerging connection to diabetic retinopathy.,klotho-il11-aging,narrative_review,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37159264,pubmed-37159264,37159264,10.1172/jci.insight.167274,Randomized crossover clinical trial of coenzyme Q10 and nicotinamide riboside in chronic kidney disease.,nad-nmn-nr-aging,human_randomized_or_clinical_trial,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37199584,pubmed-37199584,37199584,10.14336/AD.2023.0306,The Emerging Role of Interleukin-(IL)-11/IL-11R in Bone Metabolism and Homeostasis: From Cytokine to Osteokine.,klotho-il11-aging,narrative_review,cell,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37219756,pubmed-37219756,37219756,10.1007/s40520-023-02421-y,Social frailty as a predictor of adverse outcomes among older adults: a systematic review and meta-analysis.,resistance-training-muscle,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37222020,pubmed-37222020,37222020,10.1111/acel.13888,Unbiased evaluation of rapamycin's specificity as an mTOR inhibitor.,rapamycin-mtor-aging,animal_study,mouse,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37234180,pubmed-37234180,37234180,10.1007/s12291-022-01097-x,A Comparative Analysis of Effectiveness of Recombinant Interleukin-11 Versus Papaya Leaf Extract for Treatment of Thrombocytopenia: A Review.,klotho-il11-aging,narrative_review,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37273100,pubmed-37273100,37273100,10.1007/s13668-023-00475-y,NAD+ Precursors Nicotinamide Mononucleotide (NMN) and Nicotinamide Riboside (NR): Potential Dietary Contribution to Health.,nad-nmn-nr-aging,narrative_review,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37277934,pubmed-37277934,37277934,10.1111/prd.12489,COVID-19 associated oral and oropharyngeal microbiome: Systematic review and meta-analysis.,microbiome-inflammaging,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37304948,pubmed-37304948,37304948,10.3389/fcvm.2023.1171697,Roles and mechanism of IL-11 in vascular diseases.,klotho-il11-aging,narrative_review,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37335334,pubmed-37335334,37335334,10.1007/s00417-023-06118-w,"Nicotinamide mononucleotide, a potential future treatment in ocular diseases.",nad-nmn-nr-aging,narrative_review,human,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37339345,pubmed-37339345,37339345,10.2337/dc22-2539,Metformin for Treatment of Acute COVID-19: Systematic Review of Clinical Trial Data Against SARS-CoV-2.,metformin-aging,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37347262,pubmed-37347262,37347262,10.1007/s00253-023-12612-2,Technology and functional insights into the nicotinamide mononucleotide for human health.,nad-nmn-nr-aging,narrative_review,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37349622,pubmed-37349622,37349622,10.1007/s12602-023-10105-2,"Anti-Inflammatory, Antioxidant, Metabolic and Gut Microbiota Modulation Activities of Probiotic in Cardiac Remodeling Condition: Evidence from Systematic Study and Meta-Analysis of Randomized Controlled Trials.",microbiome-inflammaging,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37393504,pubmed-37393504,37393504,10.3233/JAD-230322,Klotho Gene Expression Is Decreased in Peripheral Blood Mononuclear Cells in Patients with Alzheimer's Disease and Frontotemporal Dementia.,klotho-il11-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37395057,pubmed-37395057,37395057,10.1017/S1368980023001295,Adherence to the Swedish dietary guidelines and the impact on mortality and climate in a population-based cohort study.,dietary-pattern-longevity,narrative_review,human,B,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37425590,pubmed-37425590,37425590,10.7759/cureus.40043,Neuroprotective Role of Klotho on Dementia.,klotho-il11-aging,narrative_review,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37442369,pubmed-37442369,37442369,10.1016/j.arr.2023.101989,Therapeutic potential of senolytic agent quercetin in osteoarthritis: A systematic review and meta-analysis of preclinical studies.,senolytics,systematic_review_or_meta_analysis,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37445521,pubmed-37445521,37445521,10.3390/jcm12134486,"Time-Dependent Changes of Klotho and FGF-23 Levels after Kidney Transplantation: Role of Cold Ischemia Time, Renal Function and Graft Inflammation.",klotho-il11-aging,metadata_only_needs_classification,human,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-37447292,pubmed-37447292,37447292,10.3390/nu15132966,Poor Appetite in Frail Older Persons-A Systematic Review.,resistance-training-muscle,systematic_review_or_meta_analysis,human,A,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
